LineId,Content,EventId,EventTemplate
32723,mod_jk child init 1 -2,E28,mod_jk child init <*>
32724,[client 61.134.40.151] File does not exist: /var/www/html/blog,E24,[client <*>] File does not exist: <*>
32725,[client 61.134.40.151] File does not exist: /var/www/html/blog,E24,[client <*>] File does not exist: <*>
32726,[client 61.134.40.151] File does not exist: /var/www/html/blog,E24,[client <*>] File does not exist: <*>
32727,[client 61.134.40.151] File does not exist: /var/www/html/drupal,E24,[client <*>] File does not exist: <*>
32728,[client 61.134.40.151] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,E13,[client <*>] script not found or unable to stat: <*>
32729,[client 61.134.40.151] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,E13,[client <*>] script not found or unable to stat: <*>
32730,[client 61.134.40.151] File does not exist: /var/www/html/blog,E24,[client <*>] File does not exist: <*>
32731,[client 61.134.40.151] File does not exist: /var/www/html/blogs,E24,[client <*>] File does not exist: <*>
32732,[client 61.134.40.151] File does not exist: /var/www/html/blog,E24,[client <*>] File does not exist: <*>
32733,[client 61.134.40.151] File does not exist: /var/www/html/blog,E24,[client <*>] File does not exist: <*>
32734,[client 61.134.40.151] File does not exist: /var/www/html/blog,E24,[client <*>] File does not exist: <*>
32735,[client 61.134.40.151] File does not exist: /var/www/html/drupal,E24,[client <*>] File does not exist: <*>
32736,[client 61.134.40.151] script not found or unable to stat: /var/www/cgi-bin/awstats,E13,[client <*>] script not found or unable to stat: <*>
32737,[client 61.134.40.151] File does not exist: /var/www/html/blog,E24,[client <*>] File does not exist: <*>
32738,[client 61.134.40.151] script not found or unable to stat: /var/www/cgi-bin/awstats,E13,[client <*>] script not found or unable to stat: <*>
32739,[client 61.134.40.151] File does not exist: /var/www/html/blogs,E24,[client <*>] File does not exist: <*>
32740,[client 61.134.40.151] File does not exist: /var/www/html/phpgroupware,E24,[client <*>] File does not exist: <*>
32741,[client 61.134.40.151] script not found or unable to stat: /var/www/cgi-bin/awstats,E13,[client <*>] script not found or unable to stat: <*>
32742,[client 61.134.40.151] File does not exist: /var/www/html/blogs,E24,[client <*>] File does not exist: <*>
32743,[client 61.134.40.151] script not found or unable to stat: /var/www/cgi-bin/awstats,E13,[client <*>] script not found or unable to stat: <*>
32744,[client 61.134.40.151] File does not exist: /var/www/html/blog,E24,[client <*>] File does not exist: <*>
32745,[client 61.134.40.151] File does not exist: /var/www/html/drupal,E24,[client <*>] File does not exist: <*>
32746,[client 61.134.40.151] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,E13,[client <*>] script not found or unable to stat: <*>
32747,[client 61.134.40.151] File does not exist: /var/www/html/blogs,E24,[client <*>] File does not exist: <*>
32748,jk2_init() Found child 2865 in scoreboard slot 19,E15,jk2_init() Found child <*> in scoreboard slot <*>
32749,[client 61.134.40.151] File does not exist: /var/www/html/blog,E24,[client <*>] File does not exist: <*>
32750,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E27,workerEnv.init() ok <*>
32751,[client 61.134.40.151] File does not exist: /var/www/html/blog,E24,[client <*>] File does not exist: <*>
32752,[client 61.134.40.151] File does not exist: /var/www/html/blog,E24,[client <*>] File does not exist: <*>
32753,[client 61.134.40.151] File does not exist: /var/www/html/drupal,E24,[client <*>] File does not exist: <*>
32754,[client 61.134.40.151] File does not exist: /var/www/html/wordpress,E24,[client <*>] File does not exist: <*>
32755,[client 61.134.40.151] File does not exist: /var/www/html/blog,E24,[client <*>] File does not exist: <*>
32756,[client 61.134.40.151] File does not exist: /var/www/html/blog,E24,[client <*>] File does not exist: <*>
32757,[client 61.134.40.151] File does not exist: /var/www/html/blogs,E24,[client <*>] File does not exist: <*>
32758,[client 61.134.40.151] File does not exist: /var/www/html/phpgroupware,E24,[client <*>] File does not exist: <*>
32759,[client 61.134.40.151] File does not exist: /var/www/html/blog,E24,[client <*>] File does not exist: <*>
32760,[client 61.134.40.151] script not found or unable to stat: /var/www/cgi-bin/awstats,E13,[client <*>] script not found or unable to stat: <*>
32761,[client 61.134.40.151] File does not exist: /var/www/html/blog,E24,[client <*>] File does not exist: <*>
32762,[client 61.134.40.151] File does not exist: /var/www/html/blog,E24,[client <*>] File does not exist: <*>
32763,[client 61.134.40.151] File does not exist: /var/www/html/blogs,E24,[client <*>] File does not exist: <*>
32764,[client 61.134.40.151] File does not exist: /var/www/html/phpgroupware,E24,[client <*>] File does not exist: <*>
32765,[client 61.134.40.151] File does not exist: /var/www/html/phpgroupware,E24,[client <*>] File does not exist: <*>
32766,[client 61.134.40.151] File does not exist: /var/www/html/drupal,E24,[client <*>] File does not exist: <*>
32767,[client 61.134.40.151] File does not exist: /var/www/html/phpgroupware,E24,[client <*>] File does not exist: <*>
32768,[client 61.134.40.151] File does not exist: /var/www/html/drupal,E24,[client <*>] File does not exist: <*>
32769,[client 61.134.40.151] File does not exist: /var/www/html/blog,E24,[client <*>] File does not exist: <*>
32770,[client 61.134.40.151] File does not exist: /var/www/html/phpgroupware,E24,[client <*>] File does not exist: <*>
32771,[client 61.134.40.151] File does not exist: /var/www/html/blogs,E24,[client <*>] File does not exist: <*>
32772,[client 61.134.40.151] File does not exist: /var/www/html/blog,E24,[client <*>] File does not exist: <*>
32773,[client 61.134.40.151] File does not exist: /var/www/html/blog,E24,[client <*>] File does not exist: <*>
32774,[client 61.134.40.151] File does not exist: /var/www/html/drupal,E24,[client <*>] File does not exist: <*>
32775,[client 61.134.40.151] File does not exist: /var/www/html/drupal,E24,[client <*>] File does not exist: <*>
32776,[client 61.134.40.151] File does not exist: /var/www/html/blogs,E24,[client <*>] File does not exist: <*>
32777,[client 61.134.40.151] File does not exist: /var/www/html/blogs,E24,[client <*>] File does not exist: <*>
32778,[client 61.134.40.151] File does not exist: /var/www/html/blog,E24,[client <*>] File does not exist: <*>
32779,[client 61.134.40.151] File does not exist: /var/www/html/drupal,E24,[client <*>] File does not exist: <*>
32780,[client 61.134.40.151] File does not exist: /var/www/html/wordpress,E24,[client <*>] File does not exist: <*>
32781,[client 61.134.40.151] File does not exist: /var/www/html/wordpress,E24,[client <*>] File does not exist: <*>
32782,[client 61.134.40.151] File does not exist: /var/www/html/blog,E24,[client <*>] File does not exist: <*>
32783,[client 61.134.40.151] File does not exist: /var/www/html/wordpress,E24,[client <*>] File does not exist: <*>
32784,jk2_init() Can't find child 2866 in scoreboard,E14,jk2_init() Can't find child <*> in scoreboard
32785,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E27,workerEnv.init() ok <*>
32786,mod_jk child init 1 -2,E28,mod_jk child init <*>
32787,[client 61.134.40.151] File does not exist: /var/www/html/blog,E24,[client <*>] File does not exist: <*>
32788,[client 61.134.40.151] File does not exist: /var/www/html/blog,E24,[client <*>] File does not exist: <*>
32789,[client 61.134.40.151] File does not exist: /var/www/html/blog,E24,[client <*>] File does not exist: <*>
32790,[client 61.134.40.151] File does not exist: /var/www/html/blog,E24,[client <*>] File does not exist: <*>
32791,[client 61.134.40.151] File does not exist: /var/www/html/blogs,E24,[client <*>] File does not exist: <*>
32792,[client 61.134.40.151] File does not exist: /var/www/html/drupal,E24,[client <*>] File does not exist: <*>
32793,[client 61.134.40.151] File does not exist: /var/www/html/phpgroupware,E24,[client <*>] File does not exist: <*>
32794,[client 61.134.40.151] File does not exist: /var/www/html/blog,E24,[client <*>] File does not exist: <*>
32795,[client 61.134.40.151] File does not exist: /var/www/html/blogs,E24,[client <*>] File does not exist: <*>
32796,[client 61.134.40.151] File does not exist: /var/www/html/wordpress,E24,[client <*>] File does not exist: <*>
32797,[client 61.134.40.151] File does not exist: /var/www/html/blog,E24,[client <*>] File does not exist: <*>
32798,[client 61.134.40.151] File does not exist: /var/www/html/blog,E24,[client <*>] File does not exist: <*>
32799,[client 61.134.40.151] File does not exist: /var/www/html/drupal,E24,[client <*>] File does not exist: <*>
32800,[client 61.134.40.151] File does not exist: /var/www/html/blogs,E24,[client <*>] File does not exist: <*>
32801,[client 61.134.40.151] File does not exist: /var/www/html/blogs,E24,[client <*>] File does not exist: <*>
32802,[client 61.134.40.151] File does not exist: /var/www/html/blogs,E24,[client <*>] File does not exist: <*>
32803,[client 61.134.40.151] File does not exist: /var/www/html/xmlrpc,E24,[client <*>] File does not exist: <*>
32804,[client 61.134.40.151] File does not exist: /var/www/html/xmlrpc,E24,[client <*>] File does not exist: <*>
32805,[client 61.134.40.151] File does not exist: /var/www/html/blog,E24,[client <*>] File does not exist: <*>
32806,[client 61.134.40.151] File does not exist: /var/www/html/phpgroupware,E24,[client <*>] File does not exist: <*>
32807,[client 61.134.40.151] File does not exist: /var/www/html/wordpress,E24,[client <*>] File does not exist: <*>
32808,[client 61.134.40.151] File does not exist: /var/www/html/blogs,E24,[client <*>] File does not exist: <*>
32809,[client 61.134.40.151] File does not exist: /var/www/html/drupal,E24,[client <*>] File does not exist: <*>
32810,[client 61.134.40.151] File does not exist: /var/www/html/xmlrpc,E24,[client <*>] File does not exist: <*>
32811,[client 61.134.40.151] File does not exist: /var/www/html/phpgroupware,E24,[client <*>] File does not exist: <*>
32812,[client 61.134.40.151] File does not exist: /var/www/html/drupal,E24,[client <*>] File does not exist: <*>
32813,[client 61.134.40.151] File does not exist: /var/www/html/blogs,E24,[client <*>] File does not exist: <*>
32814,[client 61.134.40.151] File does not exist: /var/www/html/xmlrpc,E24,[client <*>] File does not exist: <*>
32815,[client 61.134.40.151] File does not exist: /var/www/html/blogs,E24,[client <*>] File does not exist: <*>
32816,jk2_init() Can't find child 2867 in scoreboard,E14,jk2_init() Can't find child <*> in scoreboard
32817,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E27,workerEnv.init() ok <*>
32818,mod_jk child init 1 -2,E28,mod_jk child init <*>
32819,[client 61.134.40.151] File does not exist: /var/www/html/drupal,E24,[client <*>] File does not exist: <*>
32820,[client 61.134.40.151] File does not exist: /var/www/html/phpgroupware,E24,[client <*>] File does not exist: <*>
32821,[client 61.134.40.151] File does not exist: /var/www/html/drupal,E24,[client <*>] File does not exist: <*>
32822,[client 61.134.40.151] File does not exist: /var/www/html/xmlsrv,E24,[client <*>] File does not exist: <*>
32823,[client 61.134.40.151] File does not exist: /var/www/html/phpgroupware,E24,[client <*>] File does not exist: <*>
32824,[client 61.134.40.151] File does not exist: /var/www/html/xmlsrv,E24,[client <*>] File does not exist: <*>
32825,[client 61.134.40.151] File does not exist: /var/www/html/blog,E24,[client <*>] File does not exist: <*>
32826,[client 61.134.40.151] File does not exist: /var/www/html/phpgroupware,E24,[client <*>] File does not exist: <*>
32827,[client 61.134.40.151] File does not exist: /var/www/html/drupal,E24,[client <*>] File does not exist: <*>
32828,[client 61.134.40.151] File does not exist: /var/www/html/xmlsrv,E24,[client <*>] File does not exist: <*>
32829,[client 61.134.40.151] File does not exist: /var/www/html/drupal,E24,[client <*>] File does not exist: <*>
32830,[client 61.134.40.151] File does not exist: /var/www/html/phpgroupware,E24,[client <*>] File does not exist: <*>
32831,[client 61.134.40.151] File does not exist: /var/www/html/wordpress,E24,[client <*>] File does not exist: <*>
32832,[client 61.134.40.151] File does not exist: /var/www/html/xmlrpc,E24,[client <*>] File does not exist: <*>
32833,[client 61.134.40.151] File does not exist: /var/www/html/xmlsrv,E24,[client <*>] File does not exist: <*>
32834,[client 61.134.40.151] File does not exist: /var/www/html/drupal,E24,[client <*>] File does not exist: <*>
32835,[client 61.134.40.151] File does not exist: /var/www/html/wordpress,E24,[client <*>] File does not exist: <*>
32836,[client 61.134.40.151] File does not exist: /var/www/html/phpgroupware,E24,[client <*>] File does not exist: <*>
32837,[client 61.134.40.151] File does not exist: /var/www/html/wordpress,E24,[client <*>] File does not exist: <*>
32838,[client 61.134.40.151] File does not exist: /var/www/html/blogs,E24,[client <*>] File does not exist: <*>
32839,[client 61.134.40.151] File does not exist: /var/www/html/wordpress,E24,[client <*>] File does not exist: <*>
32840,[client 61.134.40.151] File does not exist: /var/www/html/phpgroupware,E24,[client <*>] File does not exist: <*>
32841,[client 61.134.40.151] File does not exist: /var/www/html/wordpress,E24,[client <*>] File does not exist: <*>
32842,[client 61.134.40.151] File does not exist: /var/www/html/wordpress,E24,[client <*>] File does not exist: <*>
32843,[client 61.134.40.151] File does not exist: /var/www/html/blog,E24,[client <*>] File does not exist: <*>
32844,[client 61.134.40.151] File does not exist: /var/www/html/phpgroupware,E24,[client <*>] File does not exist: <*>
32845,[client 61.134.40.151] File does not exist: /var/www/html/wordpress,E24,[client <*>] File does not exist: <*>
32846,[client 61.134.40.151] File does not exist: /var/www/html/phpgroupware,E24,[client <*>] File does not exist: <*>
32847,[client 61.134.40.151] File does not exist: /var/www/html/wordpress,E24,[client <*>] File does not exist: <*>
32848,[client 61.134.40.151] File does not exist: /var/www/html/wordpress,E24,[client <*>] File does not exist: <*>
32849,[client 61.134.40.151] File does not exist: /var/www/html/xmlrpc,E24,[client <*>] File does not exist: <*>
32850,[client 61.134.40.151] File does not exist: /var/www/html/phpgroupware,E24,[client <*>] File does not exist: <*>
32851,[client 61.134.40.151] File does not exist: /var/www/html/xmlrpc,E24,[client <*>] File does not exist: <*>
32852,[client 61.134.40.151] File does not exist: /var/www/html/wordpress,E24,[client <*>] File does not exist: <*>
32853,[client 61.134.40.151] File does not exist: /var/www/html/xmlrpc,E24,[client <*>] File does not exist: <*>
32854,[client 61.134.40.151] File does not exist: /var/www/html/xmlsrv,E24,[client <*>] File does not exist: <*>
32855,[client 61.134.40.151] File does not exist: /var/www/html/drupal,E24,[client <*>] File does not exist: <*>
32856,[client 61.134.40.151] File does not exist: /var/www/html/drupal,E24,[client <*>] File does not exist: <*>
32857,[client 61.134.40.151] File does not exist: /var/www/html/wordpress,E24,[client <*>] File does not exist: <*>
32858,[client 61.134.40.151] File does not exist: /var/www/html/xmlrpc,E24,[client <*>] File does not exist: <*>
32859,[client 61.134.40.151] File does not exist: /var/www/html/phpgroupware,E24,[client <*>] File does not exist: <*>
32860,[client 61.134.40.151] File does not exist: /var/www/html/xmlrpc,E24,[client <*>] File does not exist: <*>
32861,[client 61.134.40.151] File does not exist: /var/www/html/xmlsrv,E24,[client <*>] File does not exist: <*>
32862,[client 61.134.40.151] File does not exist: /var/www/html/xmlsrv,E24,[client <*>] File does not exist: <*>
32863,[client 61.134.40.151] File does not exist: /var/www/html/phpgroupware,E24,[client <*>] File does not exist: <*>
32864,[client 61.134.40.151] File does not exist: /var/www/html/xmlrpc,E24,[client <*>] File does not exist: <*>
32865,[client 61.134.40.151] File does not exist: /var/www/html/xmlsrv,E24,[client <*>] File does not exist: <*>
32866,[client 61.134.40.151] File does not exist: /var/www/html/wordpress,E24,[client <*>] File does not exist: <*>
32867,[client 61.134.40.151] File does not exist: /var/www/html/xmlsrv,E24,[client <*>] File does not exist: <*>
32868,[client 61.134.40.151] File does not exist: /var/www/html/xmlrpc,E24,[client <*>] File does not exist: <*>
32869,[client 61.134.40.151] File does not exist: /var/www/html/xmlrpc,E24,[client <*>] File does not exist: <*>
32870,[client 61.134.40.151] File does not exist: /var/www/html/xmlrpc,E24,[client <*>] File does not exist: <*>
32871,[client 61.134.40.151] File does not exist: /var/www/html/wordpress,E24,[client <*>] File does not exist: <*>
32872,[client 61.134.40.151] File does not exist: /var/www/html/blogs,E24,[client <*>] File does not exist: <*>
32873,[client 61.134.40.151] File does not exist: /var/www/html/xmlrpc,E24,[client <*>] File does not exist: <*>
32874,[client 61.134.40.151] File does not exist: /var/www/html/xmlrpc,E24,[client <*>] File does not exist: <*>
32875,[client 61.134.40.151] File does not exist: /var/www/html/xmlsrv,E24,[client <*>] File does not exist: <*>
32876,[client 61.134.40.151] File does not exist: /var/www/html/xmlsrv,E24,[client <*>] File does not exist: <*>
32877,[client 61.134.40.151] File does not exist: /var/www/html/xmlsrv,E24,[client <*>] File does not exist: <*>
32878,[client 61.134.40.151] File does not exist: /var/www/html/xmlsrv,E24,[client <*>] File does not exist: <*>
32879,[client 61.134.40.151] File does not exist: /var/www/html/xmlrpc,E24,[client <*>] File does not exist: <*>
32880,[client 61.134.40.151] File does not exist: /var/www/html/drupal,E24,[client <*>] File does not exist: <*>
32881,[client 61.134.40.151] File does not exist: /var/www/html/xmlrpc,E24,[client <*>] File does not exist: <*>
32882,[client 61.134.40.151] File does not exist: /var/www/html/wordpress,E24,[client <*>] File does not exist: <*>
32883,[client 61.134.40.151] File does not exist: /var/www/html/xmlsrv,E24,[client <*>] File does not exist: <*>
32884,[client 61.134.40.151] File does not exist: /var/www/html/xmlsrv,E24,[client <*>] File does not exist: <*>
32885,[client 61.134.40.151] File does not exist: /var/www/html/xmlrpc,E24,[client <*>] File does not exist: <*>
32886,[client 61.134.40.151] File does not exist: /var/www/html/xmlrpc,E24,[client <*>] File does not exist: <*>
32887,[client 61.134.40.151] File does not exist: /var/www/html/phpgroupware,E24,[client <*>] File does not exist: <*>
32888,[client 61.134.40.151] File does not exist: /var/www/html/xmlsrv,E24,[client <*>] File does not exist: <*>
32889,[client 61.134.40.151] File does not exist: /var/www/html/xmlsrv,E24,[client <*>] File does not exist: <*>
32890,[client 61.134.40.151] File does not exist: /var/www/html/xmlsrv,E24,[client <*>] File does not exist: <*>
32891,[client 61.134.40.151] File does not exist: /var/www/html/xmlsrv,E24,[client <*>] File does not exist: <*>
32892,[client 61.134.40.151] File does not exist: /var/www/html/xmlsrv,E24,[client <*>] File does not exist: <*>
32893,[client 61.134.40.151] File does not exist: /var/www/html/wordpress,E24,[client <*>] File does not exist: <*>
32894,mod_jk2 Shutting down,E26,mod_jk2 Shutting down
32895,[client 61.134.40.151] File does not exist: /var/www/html/blog,E24,[client <*>] File does not exist: <*>
32896,mod_jk2 Shutting down,E26,mod_jk2 Shutting down
32897,[client 219.147.185.1] Directory index forbidden by rule: /var/www/html/,E11,[client <*>] Directory index forbidden by rule: <*>
32898,[client 193.19.219.217] File does not exist: /var/www/html/awstats/awstats.pl,E24,[client <*>] File does not exist: <*>
32899,[client 193.19.219.217] File does not exist: /var/www/html/awstats/awstats.pl,E24,[client <*>] File does not exist: <*>
32900,[client 193.19.219.217] File does not exist: /var/www/html/awstats/awstats.pl,E24,[client <*>] File does not exist: <*>
32901,[client 193.19.219.217] File does not exist: /var/www/html/awstats/awstats.pl,E24,[client <*>] File does not exist: <*>
32902,[client 193.19.219.217] File does not exist: /var/www/html/awstats/awstats.pl,E24,[client <*>] File does not exist: <*>
32903,[client 193.19.219.217] File does not exist: /var/www/html/awstats/awstats.pl,E24,[client <*>] File does not exist: <*>
32904,[client 193.19.219.217] File does not exist: /var/www/html/awstats/awstats.pl,E24,[client <*>] File does not exist: <*>
32905,[client 193.19.219.217] File does not exist: /var/www/html/awstats/awstats.pl,E24,[client <*>] File does not exist: <*>
32906,[client 193.19.219.217] File does not exist: /var/www/html/awstats/awstats.pl,E24,[client <*>] File does not exist: <*>
32907,[client 193.19.219.217] File does not exist: /var/www/html/awstats/awstats.pl,E24,[client <*>] File does not exist: <*>
32908,[client 193.19.219.217] File does not exist: /var/www/html/awstats/awstats.pl,E24,[client <*>] File does not exist: <*>
32909,[client 193.19.219.217] File does not exist: /var/www/html/awstats/awstats.pl,E24,[client <*>] File does not exist: <*>
32910,[client 193.19.219.217] File does not exist: /var/www/html/awstats/awstats.pl,E24,[client <*>] File does not exist: <*>
32911,[client 193.19.219.217] File does not exist: /var/www/html/awstats/awstats.pl,E24,[client <*>] File does not exist: <*>
32912,[client 193.19.219.217] File does not exist: /var/www/html/awstats/awstats.pl,E24,[client <*>] File does not exist: <*>
32913,[client 193.19.219.217] File does not exist: /var/www/html/awstats/awstats.pl,E24,[client <*>] File does not exist: <*>
32914,[client 193.19.219.217] File does not exist: /var/www/html/awstats/awstats.pl,E24,[client <*>] File does not exist: <*>
32915,[client 193.19.219.217] File does not exist: /var/www/html/awstats/awstats.pl,E24,[client <*>] File does not exist: <*>
32916,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,E13,[client <*>] script not found or unable to stat: <*>
32917,[client 193.19.219.217] File does not exist: /var/www/html/awstats/awstats.pl,E24,[client <*>] File does not exist: <*>
32918,[client 193.19.219.217] File does not exist: /var/www/html/awstats/awstats.pl,E24,[client <*>] File does not exist: <*>
32919,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,E13,[client <*>] script not found or unable to stat: <*>
32920,[client 193.19.219.217] File does not exist: /var/www/html/awstats/awstats.pl,E24,[client <*>] File does not exist: <*>
32921,[client 193.19.219.217] File does not exist: /var/www/html/awstats/awstats.pl,E24,[client <*>] File does not exist: <*>
32922,[client 193.19.219.217] File does not exist: /var/www/html/awstats/awstats.pl,E24,[client <*>] File does not exist: <*>
32923,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,E13,[client <*>] script not found or unable to stat: <*>
32924,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,E13,[client <*>] script not found or unable to stat: <*>
32925,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,E13,[client <*>] script not found or unable to stat: <*>
32926,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,E13,[client <*>] script not found or unable to stat: <*>
32927,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,E13,[client <*>] script not found or unable to stat: <*>
32928,jk2_init() Found child 2875 in scoreboard slot 18,E15,jk2_init() Found child <*> in scoreboard slot <*>
32929,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E27,workerEnv.init() ok <*>
32930,mod_jk child workerEnv in error state 6,E17,mod_jk child workerEnv in error state <*>
32931,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,E13,[client <*>] script not found or unable to stat: <*>
32932,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,E13,[client <*>] script not found or unable to stat: <*>
32933,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,E13,[client <*>] script not found or unable to stat: <*>
32934,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,E13,[client <*>] script not found or unable to stat: <*>
32935,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,E13,[client <*>] script not found or unable to stat: <*>
32936,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,E13,[client <*>] script not found or unable to stat: <*>
32937,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,E13,[client <*>] script not found or unable to stat: <*>
32938,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,E13,[client <*>] script not found or unable to stat: <*>
32939,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,E13,[client <*>] script not found or unable to stat: <*>
32940,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,E13,[client <*>] script not found or unable to stat: <*>
32941,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,E13,[client <*>] script not found or unable to stat: <*>
32942,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats,E13,[client <*>] script not found or unable to stat: <*>
32943,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,E13,[client <*>] script not found or unable to stat: <*>
32944,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,E13,[client <*>] script not found or unable to stat: <*>
32945,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats,E13,[client <*>] script not found or unable to stat: <*>
32946,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,E13,[client <*>] script not found or unable to stat: <*>
32947,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,E13,[client <*>] script not found or unable to stat: <*>
32948,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats.pl,E13,[client <*>] script not found or unable to stat: <*>
32949,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats,E13,[client <*>] script not found or unable to stat: <*>
32950,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats,E13,[client <*>] script not found or unable to stat: <*>
32951,jk2_init() Can't find child 2876 in scoreboard,E14,jk2_init() Can't find child <*> in scoreboard
32952,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats,E13,[client <*>] script not found or unable to stat: <*>
32953,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E27,workerEnv.init() ok <*>
32954,mod_jk child init 1 -2,E28,mod_jk child init <*>
32955,jk2_init() Can't find child 2877 in scoreboard,E14,jk2_init() Can't find child <*> in scoreboard
32956,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E27,workerEnv.init() ok <*>
32957,mod_jk child init 1 -2,E28,mod_jk child init <*>
32958,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats,E13,[client <*>] script not found or unable to stat: <*>
32959,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats,E13,[client <*>] script not found or unable to stat: <*>
32960,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats,E13,[client <*>] script not found or unable to stat: <*>
32961,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats,E13,[client <*>] script not found or unable to stat: <*>
32962,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats,E13,[client <*>] script not found or unable to stat: <*>
32963,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats,E13,[client <*>] script not found or unable to stat: <*>
32964,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats,E13,[client <*>] script not found or unable to stat: <*>
32965,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats,E13,[client <*>] script not found or unable to stat: <*>
32966,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats,E13,[client <*>] script not found or unable to stat: <*>
32967,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats,E13,[client <*>] script not found or unable to stat: <*>
32968,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats,E13,[client <*>] script not found or unable to stat: <*>
32969,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats,E13,[client <*>] script not found or unable to stat: <*>
32970,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats,E13,[client <*>] script not found or unable to stat: <*>
32971,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats,E13,[client <*>] script not found or unable to stat: <*>
32972,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats,E13,[client <*>] script not found or unable to stat: <*>
32973,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats,E13,[client <*>] script not found or unable to stat: <*>
32974,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats,E13,[client <*>] script not found or unable to stat: <*>
32975,[client 193.19.219.217] script not found or unable to stat: /var/www/cgi-bin/awstats,E13,[client <*>] script not found or unable to stat: <*>
32976,jk2_init() Can't find child 2878 in scoreboard,E14,jk2_init() Can't find child <*> in scoreboard
32977,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E27,workerEnv.init() ok <*>
32978,mod_jk child init 1 -2,E28,mod_jk child init <*>
32979,jk2_init() Can't find child 2879 in scoreboard,E14,jk2_init() Can't find child <*> in scoreboard
32980,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E27,workerEnv.init() ok <*>
32981,mod_jk child init 1 -2,E28,mod_jk child init <*>
32982,jk2_init() Found child 2880 in scoreboard slot 25,E15,jk2_init() Found child <*> in scoreboard slot <*>
32983,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E27,workerEnv.init() ok <*>
